Chr	Start	End	Gene
chr4	106317354	106317385	chr4:106.3Mb
chr4	108622459	108622490	chr4:108.6Mb
chr4	111409689	111409720	ENPEP
chr4	114286341	114286378	chr4:114.3Mb
chr4	119176687	119176718	chr4:119.2Mb
chr4	120241833	120241864	FABP2
chr4	123664188	123664219	BBS12
chr4	126238908	126238939	FAT4
chr4	129776967	129776998	chr4:129.8Mb
chr4	133367639	133367670	chr4:133.4Mb
chr4	135121050	135121081	PABPC4L
chr4	138449667	138449698	PCDH18
chr4	141847094	141847125	chr4:141.8Mb
chr4	142949929	142950072	INPP4B
chr4	142951275	142951460	INPP4B
chr4	143003178	143003343	INPP4B
chr4	143007291	143007414	INPP4B
chr4	143029240	143029348	INPP4B
chr4	143033689	143033840	INPP4B
chr4	143043275	143043403	INPP4B
chr4	143044439	143044573	INPP4B
chr4	143045735	143045918	INPP4B
chr4	143066987	143067154	INPP4B
chr4	143081505	143081719	INPP4B
chr4	143094779	143094967	INPP4B
chr4	143114234	143114353	INPP4B
chr4	143123887	143123924	INPP4B
chr4	143129572	143129687	INPP4B
chr4	143130043	143130184	INPP4B
chr4	143159011	143159169	INPP4B
chr4	143181639	143181722	INPP4B
chr4	143191810	143191932	INPP4B
chr4	143226605	143226695	INPP4B
chr4	143226847	143226893	INPP4B
chr4	143235859	143235920	INPP4B
chr4	143324085	143324212	INPP4B
chr4	143326266	143326306	chr4:143.3Mb
chr4	143326353	143326482	INPP4B
chr4	143350320	143350375	INPP4B
chr4	143352316	143352417	INPP4B
chr4	144442719	144442750	SMARCA5
chr4	147824848	147824879	TTC29
chr4	152201037	152201068	PRSS48
chr4	153244027	153244306	FBXW7
chr4	153245330	153245551	FBXW7
chr4	153247152	153247388	FBXW7
chr4	153249354	153249546	FBXW7
chr4	153250818	153250942	FBXW7
chr4	153251878	153252025	FBXW7
chr4	153253742	153253876	FBXW7
chr4	153258948	153259093	FBXW7
chr4	153268076	153268228	FBXW7
chr4	153269820	153269886	FBXW7
chr4	153271188	153271281	FBXW7
chr4	153273616	153273887	FBXW7
chr4	153303335	153303492	FBXW7
chr4	153332419	153332960	FBXW7
chr4	153565625	153565656	chr4:153.6Mb
chr4	156135660	156135691	NPY2R
chr4	160162299	160162330	chr4:160.2Mb
chr4	164415718	164415749	TMA16
chr4	165118636	165118667	ANP32C
chr4	169083678	169083709	ANXA10
chr4	173269622	173269653	chr4:173.3Mb
chr4	175225436	175225467	CEP44
chr4	177093489	177093520	chr4:177.1Mb
chr4	178881966	178881997	LOC285501
chr4	183601831	183601862	TENM3
chr4	186091471	186091502	KIAA1430
chr4	189012712	189012743	TRIML2
chr5	163189	163220	PLEKHG4B
chr5	218465	218538	SDHA
chr5	223591	223688	SDHA
chr5	224469	224641	SDHA
chr5	225528	225682	SDHA
chr5	225992	226167	SDHA
chr5	228294	228453	SDHA
chr5	230985	231120	SDHA
chr5	233586	233765	SDHA
chr5	235253	235459	SDHA
chr5	236537	236719	SDHA
chr5	240467	240596	SDHA
chr5	251101	251223	SDHA
chr5	251447	251801	SDHA
chr5	254502	254626	SDHA
chr5	256443	256540	SDHA
chr5	1295212	1295265	chr5:1.3Mb
chr5	5140616	5140647	ADAMTS16
chr5	6020358	6020389	chr5:6.0Mb
chr5	9154643	9154674	SEMA5A
chr5	13692263	13692294	chr5:13.7Mb
chr5	16179109	16179140	chr5:16.2Mb
chr5	19520916	19520947	chr5:19.5Mb
chr5	21497255	21497286	GUSBP1
chr5	24509931	24509962	chr5:24.5Mb
chr5	26988408	26988439	CDH9
chr5	31302272	31302303	CDH6
chr5	33457519	33457550	chr5:33.5Mb
chr5	36142573	36142604	LMBRD2
chr5	38942400	38942485	RICTOR
chr5	38942539	38942584	chr5:38.9Mb
chr5	38942929	38943078	RICTOR
chr5	38944542	38944676	RICTOR
chr5	38945009	38945175	RICTOR
chr5	38945587	38945831	RICTOR
chr5	38946564	38946659	RICTOR
chr5	38947360	38947548	RICTOR
chr5	38949452	38949534	RICTOR
chr5	38949808	38950827	RICTOR
chr5	38952292	38952532	RICTOR
chr5	38953081	38953198	RICTOR
chr5	38953557	38953660	RICTOR
chr5	38954870	38954968	RICTOR
chr5	38955691	38955811	RICTOR
chr5	38957748	38957837	RICTOR
chr5	38958539	38958626	RICTOR
chr5	38958763	38958938	RICTOR
chr5	38959291	38959428	RICTOR
chr5	38959875	38960085	RICTOR
chr5	38960494	38960640	RICTOR
chr5	38962411	38962468	RICTOR
chr5	38962581	38962693	RICTOR
chr5	38962972	38963148	RICTOR
chr5	38964888	38964999	RICTOR
chr5	38966737	38966828	RICTOR
chr5	38967257	38967334	RICTOR
chr5	38967433	38967534	RICTOR
chr5	38968039	38968137	RICTOR
chr5	38971973	38972066	RICTOR
chr5	38975633	38975711	RICTOR
chr5	38978679	38978784	RICTOR
chr5	38981963	38982143	RICTOR
chr5	38991045	38991182	RICTOR
chr5	38996915	38996989	RICTOR
chr5	39002631	39002773	RICTOR
chr5	39003654	39003729	RICTOR
chr5	39021135	39021243	RICTOR
chr5	39074207	39074265	RICTOR
chr5	39074280	39074311	chr5:39.1Mb
chr5	39074425	39074484	RICTOR
chr5	42719223	42719254	GHR
chr5	44809146	44809177	MRPS30
chr5	49698164	49698195	chr5:49.7Mb
chr5	52161484	52161515	chr5:52.2Mb
chr5	54252329	54252360	chr5:54.3Mb
chr5	56111395	56111887	MAP3K1
chr5	56116567	56116648	MAP3K1
chr5	56152421	56152582	MAP3K1
chr5	56155536	56155747	MAP3K1
chr5	56160555	56160766	MAP3K1
chr5	56161161	56161288	MAP3K1
chr5	56161650	56161809	MAP3K1
chr5	56167731	56167863	MAP3K1
chr5	56168462	56168554	MAP3K1
chr5	56168646	56168837	MAP3K1
chr5	56170853	56171142	MAP3K1
chr5	56174801	56174933	MAP3K1
chr5	56176532	56176634	MAP3K1
chr5	56176904	56177104	MAP3K1
chr5	56177391	56178698	MAP3K1
chr5	56179348	56179511	MAP3K1
chr5	56180485	56180658	MAP3K1
chr5	56181753	56181895	MAP3K1
chr5	56183199	56183352	MAP3K1
chr5	56184047	56184189	MAP3K1
chr5	56189352	56189512	MAP3K1
chr5	57753988	57754019	PLK2
chr5	60083259	60083290	chr5:60.1Mb
chr5	64023965	64023996	SREK1IP1
chr5	67522498	67522842	PIK3R1
chr5	67569212	67569315	PIK3R1
chr5	67569761	67569846	PIK3R1
chr5	67575424	67575566	PIK3R1
chr5	67576315	67576562	PIK3R1
chr5	67576749	67576839	PIK3R1
chr5	67584558	67584584	PIK3R1
chr5	67586551	67586667	PIK3R1
chr5	67588081	67588194	PIK3R1
chr5	67588923	67589032	PIK3R1
chr5	67589125	67589316	PIK3R1
chr5	67589531	67589667	PIK3R1
chr5	67590358	67590511	PIK3R1
chr5	67590970	67591157	PIK3R1
chr5	67591242	67591321	PIK3R1
chr5	67591993	67592174	PIK3R1
chr5	67593234	67593434	PIK3R1
chr5	68417627	68417658	SLC30A5
chr5	70800522	70800553	BDP1
chr5	72182841	72182872	chr5:72.2Mb
chr5	75003662	75003693	POC5
chr5	78340241	78340272	DMGDH
chr5	79950541	79950788	DHFR;MSH3
chr5	79952224	79952355	MSH3
chr5	79960956	79961187	MSH3
chr5	79965910	79966133	MSH3
chr5	79968057	79968184	MSH3
chr5	79968554	79968682	MSH3
chr5	79970796	79970952	MSH3
chr5	79974740	79974917	MSH3
chr5	80021266	80021389	MSH3
chr5	80024664	80024789	MSH3
chr5	80037277	80037372	MSH3
chr5	80040319	80040439	MSH3
chr5	80057359	80057502	MSH3
chr5	80063746	80063944	MSH3
chr5	80064648	80064827	MSH3
chr5	80071507	80071582	MSH3
chr5	80074533	80074660	MSH3
chr5	80083378	80083496	MSH3
chr5	80088546	80088668	MSH3
chr5	80109397	80109565	MSH3
chr5	80149943	80150140	MSH3
chr5	80160626	80160766	MSH3
chr5	80168929	80169111	MSH3
chr5	80171564	80171686	MSH3
chr5	81549200	81549231	ATG10
chr5	85582696	85582727	NBPF22P
chr5	86564263	86564812	RASA1
chr5	86564859	86564877	RASA1
chr5	86565061	86565109	RASA1
chr5	86626754	86626805	RASA1
chr5	86627159	86627322	RASA1
chr5	86628318	86628464	RASA1
chr5	86629046	86629159	RASA1
chr5	86633785	86633913	RASA1
chr5	86637101	86637143	RASA1
chr5	86642483	86642546	RASA1
chr5	86645025	86645186	RASA1
chr5	86648968	86649057	RASA1
chr5	86658362	86658493	RASA1
chr5	86659132	86659326	RASA1
chr5	86665624	86665722	RASA1
chr5	86667841	86667881	chr5:86.7Mb
chr5	86667929	86668017	RASA1
chr5	86669950	86670142	RASA1
chr5	86670651	86670738	RASA1
chr5	86672204	86672387	RASA1
chr5	86672692	86672862	RASA1
chr5	86674207	86674360	RASA1
chr5	86675546	86675672	RASA1
chr5	86676320	86676417	RASA1
chr5	86679524	86679602	RASA1
chr5	86679661	86679705	chr5:86.7Mb
chr5	86681112	86681211	RASA1
chr5	86682637	86682725	RASA1
chr5	86685204	86685349	RASA1
chr5	86686611	86686705	CCNH;RASA1
chr5	87498833	87498864	TMEM161B
chr5	90021483	90021515	chr5:90.0Mb
chr5	94006007	94006038	chr5:94.0Mb
chr5	96079386	96079417	CAST
chr5	99921825	99921856	chr5:99.9Mb
chr5	102891679	102891710	NUDT12
chr5	108691722	108691753	PJA2
chr5	111497342	111497373	chr5:111.5Mb
chr5	112043409	112043584	APC
chr5	112090582	112090727	APC
chr5	112102017	112102112	APC
chr5	112102880	112103092	APC
chr5	112111294	112111439	APC
chr5	112116481	112116605	APC
chr5	112128137	112128231	APC
chr5	112136970	112137085	APC
chr5	112151186	112151295	APC
chr5	112154657	112155046	APC
chr5	112157587	112157693	APC
chr5	112162799	112162949	APC
chr5	112163620	112163708	APC
chr5	112164547	112164674	APC
chr5	112170642	112170867	APC
chr5	112173244	112179828	APC
chr5	115167579	115167611	chr5:115.2Mb
chr5	118484788	118484819	DMXL1
chr5	122718720	122718751	CEP120
chr5	123983899	123983930	ZNF608
chr5	126792958	126792989	MEGF10
chr5	131602150	131602181	PDLIM4
chr5	131819637	131819772	IRF1
chr5	131820048	131820194	IRF1
chr5	131821353	131821413	IRF1
chr5	131821937	131822070	IRF1
chr5	131822243	131822383	IRF1
chr5	131822481	131822541	IRF1
chr5	131822640	131822827	IRF1
chr5	131823612	131823722	IRF1
chr5	131825078	131825175	IRF1
chr5	131893011	131893150	RAD50
chr5	131894970	131895064	RAD50
chr5	131911463	131911625	RAD50
chr5	131915003	131915199	RAD50
chr5	131915548	131915763	RAD50
chr5	131923248	131923387	RAD50
chr5	131923610	131923786	RAD50
chr5	131924348	131924577	RAD50
chr5	131925317	131925534	RAD50
chr5	131926910	131927103	RAD50
chr5	131927535	131927731	RAD50
chr5	131930555	131930741	RAD50
chr5	131931259	131931507	RAD50
chr5	131938986	131939186	RAD50
chr5	131939606	131939743	RAD50
chr5	131940492	131940696	RAD50
chr5	131944301	131944422	RAD50
chr5	131944803	131944906	RAD50
chr5	131944969	131945093	RAD50
chr5	131951689	131951827	RAD50
chr5	131953756	131953991	RAD50
chr5	131972801	131972897	RAD50
chr5	131973767	131973920	LOC101927761;RAD50
chr5	131976358	131976502	RAD50
chr5	131977864	131978061	RAD50
chr5	132198183	132198214	GDF9
chr5	135138766	135138797	chr5:135.1Mb
chr5	138456799	138456830	SIL1
chr5	141019094	141019125	FCHSD1;RELL2
chr5	145197395	145197426	chr5:145.2Mb
chr5	147286038	147286069	C5orf46
chr5	150311757	150311788	ZNF300P1
chr5	154065283	154065314	chr5:154.1Mb
chr5	156679560	156679591	chr5:156.7Mb
chr5	159505192	159505223	chr5:159.5Mb
chr5	162944693	162944724	chr5:162.9Mb
chr5	167674354	167674385	TENM2
chr5	168176501	168176532	SLIT3
chr5	171472401	171472432	chr5:171.5Mb
chr5	175387123	175387154	THOC3
chr5	176514588	176514641	FGFR4
chr5	176516545	176516699	FGFR4
chr5	176517385	176517659	FGFR4
chr5	176517740	176517831	FGFR4
chr5	176517933	176518110	FGFR4
chr5	176518680	176518814	FGFR4
chr5	176519316	176519517	FGFR4
chr5	176519641	176519790	FGFR4
chr5	176520133	176520557	FGFR4
chr5	176520649	176520781	FGFR4
chr5	176522325	176522446	FGFR4
chr5	176522528	176522729	FGFR4
chr5	176523052	176523185	FGFR4
chr5	176523282	176523363	FGFR4
chr5	176523599	176523747	FGFR4
chr5	176524287	176524403	FGFR4
chr5	176524522	176524682	FGFR4
chr5	177035948	177035979	B4GALT7
chr5	180055846	180055877	chr5:180.1Mb
chr6	497504	497535	chr6:0.5Mb
chr6	3010443	3010474	chr6:3.0Mb
chr6	7211802	7211833	RREB1
chr6	10729004	10729035	TMEM14C
chr6	12292756	12292787	chr6:12.3Mb
chr6	16290745	16290776	GMPR
chr6	18148003	18148034	chr6:18.1Mb
chr6	21201477	21201508	CDKAL1
chr6	24460663	24460694	chr6:24.5Mb
chr6	26032190	26032222	HIST1H3B
chr6	26045705	26045755	HIST1H3C
chr6	28117427	28117458	chr6:28.1Mb
chr6	29910325	29910408	HLA-A
chr6	29910528	29910808	HLA-A
chr6	29911039	29911325	HLA-A
chr6	29911893	29912179	HLA-A
chr6	29912271	29912398	HLA-A
chr6	29912830	29912873	HLA-A
chr6	29913005	29913063	HLA-A
chr6	29913222	29913237	HLA-A
chr6	30229290	30229321	chr6:30.2Mb
chr6	30668236	30668414	MDC1
chr6	30670324	30670445	MDC1
chr6	30670523	30670659	MDC1
chr6	30670875	30671068	MDC1
chr6	30671189	30671319	MDC1
chr6	30671392	30673880	MDC1
chr6	30675155	30675236	MDC1
chr6	30675337	30676139	MDC1
chr6	30679183	30679286	MDC1
chr6	30679438	30679508	MDC1
chr6	30679645	30681136	MDC1
chr6	30681419	30681499	MDC1
chr6	30681574	30681965	MDC1
chr6	30682811	30682960	MDC1
chr6	30684653	30684723	MDC1
chr6	31236940	31236955	HLA-C
chr6	31237109	31237167	HLA-C
chr6	31237264	31237307	HLA-C
chr6	31237737	31237867	HLA-C
chr6	31237981	31238267	HLA-C
chr6	31238844	31239130	HLA-C
chr6	31239370	31239650	HLA-C
chr6	31239770	31239853	HLA-C
chr6	31322254	31322447	HLA-B
chr6	31322878	31323005	HLA-B
chr6	31323088	31323374	HLA-B
chr6	31323938	31324224	HLA-B
chr6	31324459	31324739	HLA-B
chr6	31324857	31324940	HLA-B
chr6	32790060	32790100	TAP2
chr6	32796626	32796816	TAP2
chr6	32797171	32797318	TAP2
chr6	32797701	32797871	TAP2
chr6	32798038	32798222	TAP2
chr6	32798389	32798588	TAP2
chr6	32800104	32800243	TAP2
chr6	32800398	32800606	TAP2
chr6	32802925	32803141	TAP2
chr6	32803414	32803555	TAP2
chr6	32805308	32805433	TAP2
chr6	32805512	32806048	TAP2
chr6	32813350	32813567	PSMB8;TAP1;TAPSAR1
chr6	32814839	32814986	TAP1
chr6	32815284	32815457	TAP1
chr6	32815690	32815874	TAP1
chr6	32816423	32816622	TAP1
chr6	32816761	32816900	TAP1
chr6	32818091	32818299	TAP1
chr6	32818715	32818931	TAP1
chr6	32819880	32820021	TAP1
chr6	32820159	32820284	TAP1
chr6	32820810	32821598	TAP1
chr6	33048526	33048557	HLA-DPA1;HLA-DPB1
chr6	33269531	33269553	TAPBP
chr6	33271546	33271771	TAPBP
chr6	33271899	33271999	TAPBP
chr6	33272068	33272420	TAPBP
chr6	33272760	33273169	TAPBP
chr6	33280988	33281259	TAPBP
chr6	33281465	33281646	TAPBP
chr6	33281776	33281823	TAPBP
chr6	35420317	35420575	FANCE
chr6	35423518	35424135	FANCE
chr6	35425327	35425382	FANCE
chr6	35425687	35425766	FANCE
chr6	35426068	35426222	FANCE
chr6	35426985	35427025	chr6:35.4Mb
chr6	35427102	35427236	FANCE
chr6	35427453	35427542	FANCE
chr6	35428323	35428400	FANCE
chr6	35430560	35430696	FANCE
chr6	35434015	35434127	FANCE
chr6	36041415	36041446	chr6:36.0Mb
chr6	39040638	39040669	GLP1R
chr6	41903672	41903850	CCND3
chr6	41904291	41904438	CCND3
chr6	41904967	41905137	CCND3
chr6	41908102	41908328	CCND3
chr6	41908684	41908742	CCND3
chr6	41909184	41909392	CCND3
chr6	42074090	42074121	C6orf132
chr6	46107736	46107767	ENPP4
chr6	49403266	49403297	MUT
chr6	51483945	51483976	PKHD1
chr6	54735106	54735137	FAM83B
chr6	56484742	56484773	DST
chr6	62284231	62284262	MTRNR2L9
chr6	65525105	65525136	chr6:65.5Mb
chr6	66005872	66005903	EYS
chr6	70071157	70071188	BAI3
chr6	71276638	71276712	C6orf57
chr6	71289111	71289274	C6orf57
chr6	71298312	71298432	C6orf57
chr6	73332024	73332055	KCNQ5
chr6	75844584	75844615	chr6:75.8Mb
chr6	79612784	79612815	IRAK1BP1
chr6	83949245	83949276	ME1
chr6	84108049	84108080	chr6:84.1Mb
chr6	87796217	87796248	CGA
chr6	90039654	90039685	UBE2J1
chr6	94120176	94120207	chr6:94.1Mb
chr6	97339062	97339093	NDUFAF4
chr6	99825211	99825242	chr6:99.8Mb
chr6	102503301	102503332	GRIK2
chr6	105244510	105244541	HACE1
chr6	108093564	108093595	SCML4
chr6	111587250	111587281	KIAA1919
chr6	114279767	114279798	chr6:114.3Mb
chr6	117086249	117086280	chr6:117.1Mb
chr6	117609649	117609970	ROS1
chr6	117622131	117622305	ROS1
chr6	117629951	117630096	ROS1
chr6	117631238	117631449	ROS1
chr6	117632177	117632285	ROS1
chr6	117638300	117638440	ROS1
chr6	117639345	117639420	ROS1
chr6	117641025	117641198	ROS1
chr6	117642416	117642562	ROS1
chr6	117645489	117645583	ROS1
chr6	117647381	117647582	ROS1
chr6	117650486	117650614	ROS1
chr6	117658329	117658508	ROS1
chr6	117662292	117662479	ROS1
chr6	117662557	117662800	ROS1
chr6	117663557	117663712	ROS1
chr6	117665217	117665430	ROS1
chr6	117674147	117674337	ROS1
chr6	117677786	117678083	ROS1
chr6	117678961	117679177	ROS1
chr6	117680966	117681179	ROS1
chr6	117681499	117681573	ROS1
chr6	117683760	117684033	ROS1
chr6	117686217	117686372	ROS1
chr6	117686738	117686909	ROS1
chr6	117687233	117687458	ROS1
chr6	117700216	117700327	ROS1
chr6	117704474	117704676	ROS1
chr6	117706840	117707029	ROS1
chr6	117708046	117708167	ROS1
chr6	117708937	117709202	ROS1
chr6	117710507	117711014	ROS1
chr6	117714381	117714489	ROS1
chr6	117715319	117715514	ROS1
chr6	117715773	117715906	ROS1
chr6	117717345	117717432	ROS1
chr6	117718072	117718284	ROS1
chr6	117724296	117724445	ROS1
chr6	117725437	117725596	ROS1
chr6	117730739	117730810	ROS1
chr6	117737415	117737485	ROS1
chr6	117739619	117739674	ROS1
chr6	117746691	117746824	ROS1
chr6	119215572	119215691	ASF1A;MCM9
chr6	119221925	119222051	ASF1A
chr6	119226811	119226998	ASF1A
chr6	119228561	119228784	ASF1A
chr6	121577354	121577385	TBC1D32
chr6	123101631	123101662	chr6:123.1Mb
chr6	126210379	126210410	NCOA7
chr6	129722373	129722404	LAMA2
chr6	132644019	132644050	chr6:132.6Mb
chr6	135358551	135358582	HBS1L
chr6	137519162	137519781	IFNGR1
chr6	137522012	137522150	IFNGR1
chr6	137524630	137524872	IFNGR1
chr6	137525463	137525646	IFNGR1
chr6	137527267	137527450	IFNGR1
chr6	137528094	137528219	IFNGR1
chr6	137536398	137536463	IFNGR1
chr6	137539582	137539593	IFNGR1
chr6	137540374	137540469	IFNGR1
chr6	138413253	138413284	PERP
chr6	142455114	142455145	chr6:142.5Mb
chr6	144086378	144086409	PHACTR2
chr6	147054394	147054425	chr6:147.1Mb
chr6	150004763	150004794	LATS1
chr6	152265439	152265470	ESR1
chr6	152332817	152332849	ESR1
chr6	152419904	152419942	ESR1
chr6	153323693	153323724	MTRF1L
chr6	157405745	157405776	chr6:157.4Mb
chr6	159029326	159029357	chr6:159.0Mb
chr6	161990467	161990498	chr6:162.0Mb
chr6	165693608	165693639	chr6:165.7Mb
chr6	168316102	168316133	MLLT4
chr6	170892832	170892863	PDCD2
chr7	299834	299865	FAM20C
chr7	3188560	3188591	chr7:3.2Mb
chr7	6013024	6013178	PMS2
chr7	6017213	6017393	PMS2
chr7	6018221	6018332	PMS2
chr7	6022449	6022627	PMS2
chr7	6026384	6027256	PMS2
chr7	6029425	6029591	PMS2
chr7	6031598	6031693	PMS2
chr7	6035159	6035269	PMS2
chr7	6036951	6037059	PMS2
chr7	6038733	6038911	PMS2
chr7	6042078	6042272	PMS2
chr7	6043315	6043428	PMS2
chr7	6043597	6043694	PMS2
chr7	6045517	6045667	PMS2
chr7	6048622	6048655	PMS2
chr7	6066041	6066072	chr7:6.1Mb
chr7	6426877	6426909	RAC1
chr7	11022214	11022245	PHF14
chr7	12269244	12269275	chr7:12.3Mb
chr7	15726050	15726081	MEOX2
chr7	20767997	20768028	ABCB5
chr7	21599217	21599248	DNAH11
chr7	24324993	24325024	NPY
chr7	27210412	27210443	HOXA-AS4;HOXA10
chr7	30536858	30536889	chr7:30.5Mb
chr7	33054096	33054127	NT5C3A
chr7	36324420	36324451	EEPD1
chr7	40220491	40220522	chr7:40.2Mb
chr7	42088206	42088237	GLI3
chr7	45009309	45009340	MYO1G
chr7	48004946	48004977	HUS1
chr7	53103538	53103569	POM121L12
chr7	54617994	54618025	chr7:54.6Mb
chr7	55086965	55087063	EGFR
chr7	55209973	55210135	EGFR
chr7	55210992	55211186	EGFR
chr7	55214293	55214438	EGFR
chr7	55218981	55219060	EGFR
chr7	55220233	55220362	EGFR
chr7	55221698	55221850	EGFR
chr7	55223517	55223644	EGFR
chr7	55224220	55224357	EGFR
chr7	55224446	55224541	EGFR
chr7	55225350	55225451	EGFR
chr7	55227826	55228036	EGFR
chr7	55229186	55229329	EGFR
chr7	55231420	55231521	EGFR
chr7	55232967	55233135	EGFR
chr7	55236210	55236227	EGFR
chr7	55237994	55238242	EGFR
chr7	55238862	55238911	EGFR
chr7	55240533	55240598	EGFR
chr7	55240670	55240822	EGFR
chr7	55241608	55241741	EGFR
chr7	55242409	55242518	EGFR
chr7	55248980	55249176	EGFR;EGFR-AS1
chr7	55259406	55259572	EGFR
chr7	55260453	55260539	EGFR
chr7	55266404	55266561	EGFR
chr7	55268003	55268111	EGFR
chr7	55268875	55269053	EGFR
chr7	55269422	55269480	EGFR
chr7	55270204	55270323	EGFR
chr7	55272943	55273315	EGFR
chr7	57245231	57245262	GUSBP10
chr7	63529940	63529971	ZNF727
chr7	66098466	66098497	chr7:66.1Mb
chr7	70765487	70765518	chr7:70.8Mb
chr7	72891738	72891769	BAZ1B
chr7	75048734	75048765	chr7:75.0Mb
chr7	75677277	75677549	MDH2;STYXL1
chr7	75684142	75684321	MDH2
chr7	75686722	75686816	MDH2
chr7	75687281	75687401	MDH2
chr7	75689685	75689821	MDH2
chr7	75692827	75692915	MDH2
chr7	75693651	75693761	MDH2
chr7	75694114	75694276	MDH2
chr7	75695591	75695733	MDH2
chr7	78119183	78119214	chr7:78.1Mb
chr7	82453692	82453723	PCLO
chr7	84644330	84644361	chr7:84.6Mb
chr7	87082276	87082307	ABCB4
chr7	91503212	91503243	MTERF
chr7	92244448	92244605	CDK6
chr7	92247380	92247526	CDK6
chr7	92252344	92252405	CDK6
chr7	92300734	92300854	CDK6
chr7	92340114	92340193	CDK6
chr7	92354564	92354622	CDK6
chr7	92354934	92355112	CDK6
chr7	92404004	92404150	CDK6
chr7	92462399	92462642	CDK6
chr7	93070854	93070887	chr7:93.1Mb
chr7	96747030	96747214	ACN9
chr7	96810318	96810532	ACN9
chr7	97784045	97784076	LMTK2
chr7	99474411	99474442	OR2AE1
chr7	102110350	102110381	chr7:102.1Mb
chr7	105172757	105172809	RINT1
chr7	105173265	105173321	RINT1
chr7	105177006	105177201	RINT1
chr7	105182849	105183101	RINT1
chr7	105187351	105187535	RINT1
chr7	105187625	105187785	RINT1
chr7	105188995	105189162	RINT1
chr7	105190496	105190617	RINT1
chr7	105190702	105190938	RINT1
chr7	105192011	105192159	RINT1
chr7	105195469	105195679	RINT1
chr7	105204174	105204399	RINT1
chr7	105205718	105205909	EFCAB10;RINT1
chr7	105205971	105206100	RINT1
chr7	105207560	105207763	EFCAB10;RINT1
chr7	105621496	105621527	CDHR3
chr7	108212337	108212368	DNAJB9
chr7	111379566	111379597	chr7:111.4Mb
chr7	114210798	114210829	chr7:114.2Mb
chr7	116335805	116335858	MET
chr7	116339119	116340343	MET
chr7	116371716	116371918	MET
chr7	116379998	116380143	MET
chr7	116380900	116381084	MET
chr7	116395403	116395574	MET
chr7	116397485	116397598	MET
chr7	116397686	116397833	MET
chr7	116398507	116398679	MET
chr7	116399385	116399549	MET
chr7	116403098	116403327	MET
chr7	116409693	116409850	MET
chr7	116411546	116411713	MET
chr7	116411735	116412209	MET
chr7	116414929	116415170	MET
chr7	116417437	116417528	MET
chr7	116418824	116419016	MET
chr7	116422036	116422156	MET
chr7	116423352	116423528	MET
chr7	116435703	116435850	MET
chr7	116435935	116436183	MET
chr7	117199517	117199548	CFTR
chr7	120764461	120764492	CPED1
chr7	123264788	123264819	ASB15
chr7	126079128	126079159	GRM8
chr7	128828987	128829328	SMO
chr7	128843219	128843435	SMO
chr7	128845038	128845258	SMO
chr7	128845445	128845628	SMO
chr7	128845985	128846215	SMO
chr7	128846299	128846433	SMO
chr7	128848594	128848697	SMO
chr7	128849124	128849243	SMO
chr7	128850198	128850394	SMO
chr7	128850800	128850959	SMO
chr7	128851471	128851616	SMO
chr7	128851859	128852297	SMO
chr7	129410179	129410210	chr7:129.4Mb
chr7	132070038	132070069	PLXNA4
chr7	135262517	135262548	NUP205
chr7	138363751	138363782	SVOPL
chr7	140415822	140415841	BRAF
chr7	140426161	140426321	BRAF
chr7	140434391	140434575	BRAF
chr7	140439606	140439751	BRAF
chr7	140449081	140449223	BRAF
chr7	140453069	140453198	BRAF
chr7	140453981	140454038	BRAF
chr7	140476706	140476893	BRAF
chr7	140477785	140477880	BRAF
chr7	140481370	140481498	BRAF
chr7	140482815	140482962	BRAF
chr7	140487342	140487389	BRAF
chr7	140494102	140494272	BRAF
chr7	140500156	140500286	BRAF
chr7	140501206	140501365	BRAF
chr7	140507754	140507867	BRAF
chr7	140508686	140508800	BRAF
chr7	140534403	140534677	BRAF
chr7	140549905	140550017	BRAF
chr7	140624360	140624508	BRAF
chr7	141137540	141137571	TMEM178B
chr7	144095584	144095615	NOBOX
chr7	147259358	147259389	chr7:147.3Mb
chr7	150035510	150035541	RARRES2
chr7	151188033	151188065	RHEB
chr7	154667612	154667643	chr7:154.7Mb
chr7	156469080	156469111	chr7:156.5Mb
chr7	158672603	158672634	WDR60
chr8	363176	363207	FBXO25
chr8	3165191	3165222	CSMD1
chr8	6478940	6478971	chr8:6.5Mb
chr8	9564421	9564452	TNKS
chr8	11994956	11994957	USP17L2
chr8	15095069	15095100	SGCZ
chr8	18658734	18658765	chr8:18.7Mb
chr8	21550752	21550783	GFRA2
chr8	24208831	24208862	chr8:24.2Mb
chr8	27099863	27099894	chr8:27.1Mb
chr8	30469789	30469820	GTF2E2
chr8	33313313	33313344	chr8:33.3Mb
chr8	36788677	36788708	chr8:36.8Mb
chr8	38271140	38271327	FGFR1
chr8	38271430	38271546	FGFR1
chr8	38271664	38271812	FGFR1
chr8	38272071	38272152	FGFR1
chr8	38272291	38272424	FGFR1
chr8	38273382	38273583	FGFR1
chr8	38274818	38274939	FGFR1
chr8	38275382	38275514	FGFR1
chr8	38275740	38275896	FGFR1
chr8	38276990	38277030	chr8:38.3Mb
chr8	38277045	38277258	FGFR1
chr8	38279309	38279464	FGFR1
chr8	38282021	38282222	FGFR1
chr8	38283634	38283768	FGFR1
chr8	38285433	38285616	FGFR1
chr8	38285858	38285958	FGFR1
chr8	38287194	38287471	FGFR1
